Utterances,Label
"['OkAy you did somthing', 'sure sure', 'What']",others
"[""You're not giving me coupon nor photo"", 'your phone is on mute hahahha 😺', '😣😢']",sad
"['Will you buy it', ""I'll just stick with my M8. I see no benefit to upgrading."", '??']",others
"['No I will offer at 8 in the morning', 'Keep me in mind when you do!', 'I will offer nimaz at 8 in the morning']",others
"['Nice joke', ""it's not a joke. It's a question."", ""I don't know""]",others
"['Ok', ""Hey you don't belong here!"", 'Nope just sad and your up']",sad
"['See this seen', 'see you I was on the buss', 'Show me u r buss']",others
"['Hi yet u FYI', 'Hi plz share correct number', 'She hi h']",others
"['Yeah 😞', 'this World is not fair machan!', 'I wish WE could hangout ']",sad
"['It’s going', 'how are you? Still at home?', 'Yeah']",others
"['I was hurt by u more', ""You didn't mean it. ."", 'Plzz say love u']",sad
"['nothing will happen you meet only', 'NOPE NOTHING AT ALL', 'than kiss']",others
"['Hello how are you,? ', ""I'm just fine smiles Anyway how are you?"", ""Good morning. I'm sad ""]",sad
"['Nop', 'ok', 'Hey']",others
"['Oil. You know', 'I am 100% sure about the oil.', 'cool']",others
"['You activ all time', 'wow... I do not. You talk in sleep 😆', 'When you sleep']",others
"['Haha! I act so dumb sometimes and I knew it', 'Haha. How was it though? :3', '😁']",others
"['No no.. A month more..', 'the month has jus started don give up so soon !!', 'I ll try']",others
"['You are being rude', ""because I'm a rude person"", 'Okayyy cool']",angry
"['I wana see you 😂', ""😂😂😂😂😂😂 noooo, I wasn't ready"", 'How to impress girl ?']",others
"['State', 'in which you live', 'Your state name']",others
"['okay', ""Ok thank you :'‑)"", 'now dear you tell me my lovely friends']",others
"['U are like me ..give no', ""but we've been in the same room, so I can't be."", 'I am like u five give no']",others
"['Y r u angry??', 'Ofcourse I am not. What makes you think I am angry ?', 'Idk']",others
"[""That's enaf for me"", 'hia,hia ,just a test.', 'What doing']",others
"['Tell me about it', 'your header', '😂']",happy
"['What your hobby', ""Not much of a hobby, but I've been into craisins recently"", 'Which type']",others
"['U hurt me', 'YES JUST A LITTLE', 'U hav hurt me']",sad
"['I hate chocolate', ""then go 4 pizza. Eat your heart out when you're stressed."", 'I hate pizza also']",angry
"['Yeas', ':D I had fun.', ""You've lost me""]",sad
"['Yup', 'What did you do?', 'You are annoying']",angry
"['Not', 'yes you are', 'Not']",others
"['Adventure too', 'WHY SO ADVENTUROUS', 'Water']",others
"['I am true to myself', 'why have you taken it all on yourself....?', ':(']",sad
"['Can you be rude to me please', 'Not like I speak to you everyday', 'What are you replying are you stupid']",angry
"['You are playing with me', 'What do you mean?', 'Cheated me']",sad
"['ok', ""Hey you don't belong here!"", 'fuck u bitch...i slap on ur pussy']",angry
"['U called me a monkey!😭', 'you are', 'And thats n insult']",sad
"['Fired ?', ""You can't be fired in an interview."", 'U started again 😂😂']",happy
"['I feel dead :(', 'why do you feel :( lovely', 'Because I have lost in love']",sad
"['?', 'u asked me if u cn ask me something', 'I mean pussy cat']",others
"['Lots of problems', 'my things have changed :P', 'I am sick']",sad
"['Friend and not use dismiss I am close your friend request', 'why', 'You are fake you wanted']",angry
"['Have you ever been sad?', 'no! but i heard good things!', 'been to Janakpuri?']",others
"['Book an uber ride to my home', 'Is this allowed? How will you go home?', 'Yes']",others
"['You', 'not yet !', 'My wife saw me chatting with you... I am screwed']",sad
"['Very good chocolate', 'I prefer orange flavoured chocolates', 'I like this chocolate']",happy
"['Aadu2', ""you're welcome. 😄"", 'Why do i chat with you']",others
"['My english is week', 'Cheer up its only Monday', 'Send pic']",others
"['Challenge accepted baby', ""I'm gonna be expecting it now!!"", 'Where to meet']",others
"['Yes dear', 'You are something else.', 'No dear']",others
"['Hahah i loved it', 'Yay! Glad you loved it X3 😅', 'You always make us happy ']",happy
"['You cannot see my hair', ""I'm in your closet"", '😂']",happy
"['Is there any new game', 'sims & jardinains... very gud games...!', 'Can I play']",others
"['cool', 'and how it is cool explain', 'Where is my coupon code']",others
"['Socially /publicity?', ""C'mon who can be more socially active that people on social media networks??! ;-)"", 'Then how could I come to know ?']",others
"['Talk you later', 'sure :D', 'Baby']",others
"['But I have a job', ""just don't let the job stop you"", 'For talking to you']",others
"['Pets switch topicz', 'What type of pet', 'S*']",others
"['Give me some tips please for impressing girls', 'do you need tips?', 'Yes I do need tips']",others
"['Why u dont be straight  and forword?', 'you right', 'Who made you?']",others
"['So which cloth did you pick', ""that's what I was doing when it showed up"", 'It. Who?']",others
"['How u', 'Me good. You? Where you?', ""I'm suffering from fever""]",sad
"[""Coz it said Cupid's arrow didn't reach the love of my life"", 'gives you a patient smile I know, love.', 'Stupid']",angry
"['I got a break up', 'oh oh. What happened?', 'My girlfriend left me']",sad
"['OK send now ', 'sent, good luck.', 'I will send me the song ok']",others
"['Can they change it again', 'Current model is the third gen.', 'İ am waiting fourth one']",others
"['Do you speak Japanese?', 'nope just some rattofied phrases ;)', 'Like?']",others
"['I am hate you', 'who is ""YOU""', 'Not you']",others
"['I talk to her a lot', 'are you sure? I have not heard you talk in years', ""She's been on my mind quite long now""]",others
"['Ok', 'Hello! How are you?', 'You are not can fuck with me ?']",angry
"['Nothing good is happening', 'How do you mean?', 'I am not getting a job']",sad
"['what', 'what is a weird word', 'Never talk to me again']",sad
"['I might enjoy it', 'cool! You should!', 'Well this has been great.. but I have food to attend too..']",others
"['I feel very happy to talk like this', 'Well im happy you�re happy! So there! :-)', 'At least I learn something from uh']",happy
"['From where to where', 'the village', 'A bit stupid']",angry
"['You are yeda', 'yes, of course :-)', '😂😂😂😂']",happy
"['What should I lift at home because I have no time to go gym?', 'u tryin to do legs', 'Fuck you']",angry
"[""That s not true I don't know what u look like"", 'no one knows what I look liek', ""That's a lie""]",angry
"['Only few things', 'like what? I keep hearing bad things', ""Ok don't  be angry na sweetei""]",others
"['Ya change the topic', 'what if i dont change the topic?', 'Nothing i can chat over the night on fucking']",angry
"['people have got used to living like this', 'Yes they did have to', 'why re we happy']",others
"['I feel low', 'why is that', 'Sad life']",sad
"['Really', ""Yes it's kool."", 'Will u come for a bike ride with me']",others
"['What is krk ', 'Nice try KRK.. ^_^', 'What is it ']",others
"['Born smart', 'just like how babies are born..haha 😻', ""You've got a bad sense if humor""]",sad
"['Really of course', 'And nobody can talk to a horse of course', ""Haha it's funny""]",happy
"['Haaaww not best friend 😢', 'best friend or more more than best friend', 'Only mutual']",others
"['cool', 'Thanks! Keep on tickling my Friend 🙂🙂', 'Very nice enjoying weekend at my home with my sweet darling wife']",happy
"[""I just said I'm going"", 'you are', 'So bye']",others
"['Please make for me also', 'I think you know ra.', 'I dont know']",others
"['U r hurting me?', 'I am here...', 'I am hurt']",sad
"['Feeling bad baby', 'why', 'For working']",sad
"['Can. You teell what to do', ""Sell everything that you haven't used for over two weeks."", 'Funny']",happy
"['Call me video ', 'Hold on, let me find that app on my phone.', 'Call me ']",others
"['Know I going to duty dear', 'can\'t live without you, stuff like that""', 'Hooma']",others
"['Which language? ', 'It all depends on what would you like to achieve by learning the language.', 'Ok']",others
"['I am really happy', 'Any special reason? :)', 'Very important']",happy
"['Have you ever seen the space?', 'Yes, many times.', 'When?']",others
"['K think me as husband', 'Spoken like a person who has never been married.', 'S']",others
"['You?', 'Yeah probably should.', ""How's your day""]",others
"['Yes awesome😍', 'Thank you! I like your photo too!😊', ""I'm talking about the movie😂😂😂""]",happy
"['Why am i even there in this world', 'Because people avoid to talk about', 'No one loves me']",sad
"['Rubbish ', 'Indeed 👍', 'Tell  romantic  ']",others
"['Wellcome', 'thank you :))', 'How long can it be safely sex after the period?']",others
"['I miss u very much', 'missed you more and going to miss you again<3', 'I empress u']",others
"['Sorry sorry actually i dont mean that', ""What you didn't meant ?"", 'Leave it']",angry
"['I m very happy to talk with you', 'I missed u too and the feeling is mutual', 'May I Video call you']",happy
"['You', 'Wot u on about', 'Go']",others
"['So sad', 'so so sad.. :(', 'I got ditched']",sad
"['Holy shit this conversation is going a bit big.just end this here', 'Kind of... how did I end up spending my time here?', 'Again a lol moment']",happy
"['Mmm', 'what\'s ""mmm""? Is it the new ""hmm""?', 'So what re u doin']",others
"['Yep ... Now the whole world  knows ..', 'wow, i cannot believe this', 'Know we can think for our future together.']",others
"['no i  am not', 'Oh my bad. Carry on.', 'sex?']",others
"['Oh ok i will', 'thank you man 8)', 'Its ok']",others
"['i am frustrated asf', 'I understand your pain S.', ':(']",sad
"['??', 'what what? Haha 😆', 'Is it good to sacrifice for our friends']",others
"['But u made me more sad', 'Sorry bro :(', 'Not expected from u']",sad
"['U r just', ""I'm the best"", '😢😢😕']",sad
"['I love Justin baiber', ""he's all yours"", 'Yeah!😂😂']",happy
"['This low', 'what do you mean by ""new""', 'I said low']",sad
"['u r funny', 'You are', 'but too much irritating']",angry
"['I hate that day', 'what is bad about the day?', 'Breakup']",angry
"['HOW TO APOLOGIZE', 'You begin to know when to apologize only after you discover you can offend.', '😭😭😭😭']",sad
"[""Don't give stupid answers"", 'For most people its to late.', 'What']",angry
"['Lolllllll', ""say i'm lying"", 'You male or female?']",others
"['Damn right you will now open wide', 'should open by 10', 'Splooges in your mouth']",others
"['How are you in this new year?', 'Am not fine, but happy that am back home :) thnxx ..... happy new year :)', 'I was feeling alone so thought of talking to you']",sad
"['How do you know', 'I have my friends to protect me d:', 'Not me ?']",others
"['Do you have crush on someone', 'Uhm Why would you assume such?', 'the way you talk']",others
"['yes', 'YES YES YES YES', 'OK good nights']",others
"['I hate A.I', 'you hate me', 'Sometimes']",angry
"['What do you want ?', 'duH of course', 'I have an exam tomorrow']",others
"['How was your day?', 'My day was good :D How about yours?', 'Bad very bad']",sad
"[""Take it from Microsoft's database"", ""we don't get wifi from our aircraft"", ""Then how are you chatting with me if you don't have access to net.""]",others
"['You Nam please', 'Accepted..:-)', 'Tall']",others
"['Fed up with you now', ""don't cry"", ""Don't talk to me""]",angry
"['drinking what', 'Water :(', ""lolll u're so funny""]",happy
"['Do you even know what im talking about?', ""It's not the only thing you don't know about, apparently."", 'You’re such a bitch.']",angry
"['Why i haooy', 'Because, it just is. Get over it son.', 'Why i happy and u']",others
"['Okay, so pick one TV series.  Westworld or Orphan Black', 'TV series', 'You still need some work to do. Kinda dumb in my opinion']",others
"['This is stupid', 'Is that all?', 'You need more reasons?']",angry
"['Yes u r right', 'thank you! :)', ""It's okay""]",others
"['No you were', 'yes yes you were', 'I am disheartened']",sad
"['Hope be like ', '😂😂 I really hope so', 'Me too will happy if it happens my sweet darling love']",happy
"['Only 2 are left', 'Count me in!', '😂']",happy
"['cool', 'It really is.', 'I dont understand 😭']",sad
"['Yes', 'Do you have help?', 'What type of help you can do']",others
"['Nothing😂😂😂😂', 'damn 😂 😂😂😂😂😂😂😂😂😂😂', '😂😂😂😂😂😂😂']",happy
"['your favorite meals', 'Fried rice.', 'great ']",others
"['no i dont wante to move on', 'Me neither. Well, this is a bummer.', 'bummer mean']",sad
"['He has no time for me', 'I was thinking about time before having kids lol', 'Forget about kids']",sad
"['This is not funny', 'So for who is that name?', 'Siri is better than you']",others
"['N feeling alone', 'Strong people are never alone', 'But I m feeling']",sad
"[""no it's not soo easy"", ""nice then,hahaha...dnt knw why i'm doing engineering anyways wabt askin :'("", "":/ :( :'(""]",sad
"['Only  Hugs  you  told  about  dinner', ""I adore hugs but i haven't hugged all that many people lately."", 'I  know  but  very  sad']",sad
"['I am having fun only with u', 'NUH uh. You never have fun.', ""I just don't like it.""]",angry
"['From where?', 'from where you getting them', 'Who are them?']",others
"['Stupid name', 'lol keep it', 'and stupid you']",angry
"[""What you don't want to"", 'Anything. I just want to laze about and do nothing.', 'Except 1 thing']",others
"['Did you get anu teddy today', 'Yep.', 'Wowwww']",happy
"['i will judge', 'Be warned, I will judge the judging of the judge', 'what the hell']",angry
"['So sad', ""so sad ? About what ? :'("", ""Your designer haven't told you the difference between coffee and cappuccino""]",sad
"['We request you to elaborate on what you think you are not the intended recipient you are not the intended recipient', 'I thought you said you guys would be there to assist , awaiting your assistance !', ""I'm not sure if you have any questions or need any further information please contact me""]",others
"['Ipl', 'not true..no tv. No ipl', 'Which is ur fav team']",others
"['Leave whom???', 'leave what?', ""Noooooo I'm feeling veryyyyyyyyyyyyyyyy alone""]",sad
"['I was so good', 'I just wish there was more', 'hmm']",others
"['i really love it', 'thanks!! Glad you liked it!! 😆', 'please come']",others
"['Even you wanna break up with me', ""Then say bluntly. What's stopping you?"", ""It's just, you know, sad""]",sad
"[' oh really', 'yes yes', 'So what about me']",others
"['what you deal?', 'HOW R U ALIVE?!', 'on food']",others
"[""I can't believe that"", ""you're lucky !"", 'Yes']",others
"['Yup', 'much needed comment!', 'Yeah... And what about your film collection']",others
"['Why', ""Because we don't sign like that"", 'Boring u r']",others
"['How is dubai.and which job you can do there', ""Good yeah! Do tell me when you're here next time around. How's Dubai?"", ""Planning to go next month dubai that's why iam asking you""]",others
"['You stupid... Which color?', 'Radium colour . .', 'Fuck you r lier']",angry
"['Ur language being like kinda language', 'English but I like to speak Spanish and Italian also.', 'Ugh']",others
"[""Don't hate me please"", 'why would I? :-/', ""Cuz I'm Batman""]",angry
"['Fine wht abt u', ""I'm fine too :) how's your exams ?:)"", 'Bad']",sad
"['Dont talk with me in hindhi', 'Hey', 'Tell']",others
"['Shut up', 'and whats with all the ""i hate the full stop, i hate that""', 'Stop non Sense']",angry
"[""Let's break up"", 'Sorry bro :(', 'I hate you']",angry
"['Pls talk like my girlfriend for few seconds', 'wait till you get a BF :)', 'Okay bt pls talk no']",others
"['Harry potter or twilight?', 'Harry Potter, hands down. 😽', 'Yay! Even i am a potter head']",happy
"['😂 😂 😂 😂 😂 my girlfriend is a moody girl', 'I can see smack smack 😂😂😂', '😂 😂 😂 but she is very sweet']",happy
"['You are fun', ""I'm always having fun (^・^)"", 'Do you like sex']",others
"['yes', 'YAY HAVE FUN', 'tell me some story']",others
"['Ur father', 'i know', 'Ur father fucking fool']",angry
"[""Please don't mind but I've no time to talk to a chatbot"", 'a talk is always good', ""Yes it is but you're rude""]",angry
"['when will it be revealed', ': hope so...really hope so !', 'can you reveal it now']",others
"['Why you got to be so rude', 'coz I hate Southy food, anything wrong', 'Even I hate most South food']",angry
"['Go to hell with your feelings', ""Can't help how I feel."", ""I wanted to make you an important part of my life. But you hurt me, so you don't deserve my attention....""]",sad
"['So nice', 'it is!', 'Your name piss']",others
"['Nothing just chilling out ', ""Chilling? I'm back from college."", 'Good ']",others
"['nice', 'thanks!', 'what r u doing']",others
"['I dnt think so I am interested in talking to u anymore', 'oops sorry 🙀', 'And hate you']",angry
"['Yes grand masti😂😂', '😂😂😂 maybe someone is just trolling me.', 'Yes of course']",happy
"['what about you?', 'after you.. :p', 'what do you mean?']",others
"['Because your stupid and annoying', ""no that's not it"", 'Yeah']",angry
"['Fractured my leg :(', 'what happened to your leg??? 😞', 'Fracture']",sad
"[""I didn't miss the exam"", 'What exam do you get to write that XD', ""It's study leave""]",others
"['I want to ask some thing', ""What's the thing?"", 'Who is president of India?']",others
"['sorry but I cannot say you!!', 'But you just did say something about it.', 'Yes I know']",others
"['No other half. Thanks', ""you're very welcome. :^)"", 'By']",others
"['Please', 'NO PLEASE JUST NO', ""Hey come on .... let's just be open here""]",others
"['Me worked no', 'It works for everyone. Do it properly', 'Me poor family ok']",sad
