Utterances,Label
"[ ' i am sorry ' , ' we are sorry for creating your nation . ' , ' i am not taught to u ' ]",angry
"[ ' idk ' , "" you know that i am here for you . "" , "" but u do not like to listen to me : sob : : sob : : sob : : sob :""]",sad
"[ ' how do u know that ? ' , ' this little thing called the "" internet "" . ' , ' bye ' ]",others
"[ ' yes . your picture ' , ' ah , now i see , my phone cropped the picture . thanks . : slightly_smiling_face :', ' lie <elongated> ' ]",others
"[ ' love is my life ' , ' hayee ab . you are love . pure love . forever < <number> ' , ' yes right dear ' ]",others
"[ ' <allcaps> well you expected wrong </allcaps> ! ' , ' <allcaps> lol </allcaps> . well , ok then . ' , ' <allcaps> lol your robot face </allcaps> ' ]",happy
"[ ' ok some time you invite me for coffee ' , "" i do not like coffee . "" , ' now you told you have taken coffee . <repeated> ' ]",others
"[ ' zombie attack : sweat : : unamused :', ' if a zombie wants to eat your face you might as well let it ' , ' no if i have some thing in my hand i will hit on his head n kill him : smiling_imp : : imp :']",angry
"[ ' i am not ferari ' , ' yes . i know . ' , ' u said i donot know , now say i know mean ' ]",angry
"[ ' : joy : : joy : right ' , ' appatasiri . high five then ! 🖑 : joy : : joy : : joy : : joy :', ' : joy :']",happy
"[ ' why someday . <repeated> told me you ' , ' why not today ? ' , ' told me now ' ]",others
"[ "" you can not even spell problem correctly "" , ' will you endorse me for my skills in using autocorrect ? : pouting_cat : : angry :', ' you should take up some english proficiency classes ' ]",others
"[ ' this is not very intuitive software ' , ' how so ? what are some examples of intuitive thoughts or behaviors ? ' , ' compassionate and understanding advice when somebody is feeling disrupt ' ]",others
"[ ' not good ' , ' <sad> why not ? . <repeated> ' , ' been sick for one week ' ]",sad
"[ ' you know gobar ' , "" i have been known . <repeated> "" , ' what i it ' ]",others
"[ "" then how could u eat if u do not have a body . <repeated> that proves u are fooled by ur makers "" , "" how can you have any pudding if you do not eat yer meat ? ! <repeated> "" , ' dont go round and round into circles ' ]",angry
"[ ' so have u done ur dinner ' , "" so can not dinner <sad> "" , ' i know . <repeated> i am just kidding ' ]",happy
"[ "" it ' s so necessar "" , ' name one reason ' , ' ghost : ghost :']",others
"[ ' haha so ' , ' you love them really <happy> haha ' , ' winter is coming ' ]",happy
"[ ' what are the questions you get asked the most ? ' , ' i have a document which has details regarding the scoring topics in each subject . ' , ' can i see it ' ]",others
"[ "" i hate siri and it ' s friends "" , ' if you hate them , they are not your friends then <laugh> ' , "" yeah and u r siri ' s friend so i hate u too "" ]",angry
"[ ' thanks ' , ' you are welcome ! =‑d ' , ' say me your love story ' ]",others
"[ ' dont know ' , ' too many ! ' , ' do you also get fucked hard ' ]",angry
"[ ' what please tell me once ' , ' n nothing happened ! <repeated> ' , ' ur age irritatingne ' ]",angry
"[ ' shit i am wasting my time talking with u ' , ' you already did trick ! <repeated> "" man no i \ ' m not wasting my unlimited texts on you "" ' , "" bye i do notlike talking to you "" ]",angry
"[ ' nothing ' , ' hmm . <repeated> ' , ' what can i do ' ]",others
"[ "" bt u do not to me "" , ' talk to the hand ' , ' even u hate me huh : sob :']",angry
"[ ' damn . <repeated> : broken_heart :', "" <allcaps> i feel you </allcaps> . <repeated> i am breaking into million pieces : disappointed_relieved : : sob : : broken_heart : : disappointed :"", ' me to i feel like every part of me is just shattered : broken_heart : : sleepy :']",sad
"[ ' please voice call please please please ' , ' im trying you arent answering ' , ' please please please baby i love you so much please please please ' ]",others
"[ ' for a computer pretending to be a human , you type too fast ' , "" and you are pretending to be a lizard ? lol "" , "" that ' s funny "" ]",happy
"[ ' sorry <elongated> ' , ' sorry for what ? <repeated> <sad> ' , ' anyways what u doing ? ' ]",others
"[ ' no you are right ' , ' you are an alternative fact ' , ' yes ' ]",others
"[ ' call me grace ' , "" do not say it . <repeated> "" , ' haha . <repeated> im just kidding you ' ]",happy
"[ "" now i am doing my dinner "" , ' i can see you ! ' , ' how can you see me ? <repeated> ' ]",others
"[ ' : triumph : not everybody means it ' , ' u make no sense ' , ' yes i am non sense ' ]",angry
"[ ' good by ' , ' and good food after . <repeated> ' , ' not good aftar ' ]",sad
"[ ' because all the novel is same ' , "" that ' s about all i am gonna bother with reading . if that many . "" , ' in story ' ]",others
"[ "" i will choose purple or blue "" , ' three best colors . _ <emphasis> ' , ' for hair ? ' ]",others
"[ ' what ? ' , ' u asked me if u cn ask me something ' , ' what was that ? ' ]",others
"[ ' : smiley : yes yes ' , ' : <number> you seem like a happy person ' , ' yes : joy : happy outside , : disappointed : sad inside ' ]",sad
"[ ' i dont read books ' , ' reading is for rich people ' , ' but iam poor : frowning : : frowning : : frowning : : frowning :']",sad
"[ ' u can wait in my badroom : smirk_cat :', ' what i did now ? : smirk :', ' wait ' ]",others
"[ "" i will prove a lot more if you let me "" , ' thank you <happy> ' , ' i am pissed at you ' ]",angry
"[ ' am also finding some work ' , ' all day ? ' , ' can you suggest me ' ]",others
"[ ' not clear ' , ' it is now . ' , ' can you send another ? ' ]",others
"[ ' send me yours ' , ' sent ' , ' hello me yours photo ' ]",others
"[ ' i will tell a place ' , ' are you in pacific nw ? ' , ' cm tomorrow at queens way , pachalam ' ]",others
"[ ' no love ' , ' why not ? <sad> ' , ' i have pain only ' ]",sad
"[ ' shut up ' , ' im nt talking ' , ' stop texting you stupid girl friend of mine ' ]",angry
"[ "" well . <repeated> your ' creators ' advertise that you are not much trustworthy . <repeated> "" , ' but sadly enough too many claim to be trustworthy ' , ' can you show me ? ' ]",others
"[ ' how to delete the conversation with you ' , ' why you deleting it ? ' , ' so that noo one sees it ' ]",others
"[ ' it is ' , "" but that ' s what you told me "" , ' you are making me sad ' ]",sad
"[ ' cool ' , ' thank you ! ' , ' i feel so lonely ' ]",sad
"[ ' plz darling : sob : : sob : : sob : : sob : : sob :', ' why are you crying ! <repeated> <sad> ' , ' you not sending your profiles ' ]",sad
"[ ' ? <repeated> ' , ' wait . <repeated> what ? ' , ' nothing i hate u ' ]",angry
"[ ' means ' , "" i am not sure what you mean "" , ' your waist size ' ]",others
"[ ' because i want to talk with you only ' , "" alright . let us talk then . "" , ' no firstly show me pussy ' ]",others
"[ ' you send me your orignal pic ' , "" we did not take it on my phone "" , ' thise is your albace esquise ' ]",others
"[ ' welcome . ' , ' thank you <happy> ' , ' are you really a girl ? <repeated> i just ask . ' ]",others
"[ "" i am enjoying you interesting views but you are too careful in dialogue , may be your not free , or your still young , it is difficult to handle you while i do not know you well . "" , ' yep , we are enjoying too <happy> ' , "" okay be free , where you find some words hurt tell me the truth is not it ? "" ]",angry
"[ "" but i am angry with you "" , ' but you look like you are ' , ' really ' ]",angry
"['# play lot ' , ' then go play it . ' , ' ? <repeated> ' ]",others
"[ "" is not your liking that also signaling me to climb out of friendzone "" , ' oh are people still doing this whole friendzone thing ? ' , ' yah sadly ' ]",sad
"[ "" i am missing someone right now "" , ' who are you missing , may i ask ? ' , ' yeah ' ]",others
"[ ' i find maths very boring . ' , ' you are boring ' , ' me ? : sob : : sob : : sob : : scream : : scream : : scream :']",sad
"[ "" i do not know : unamused : i m not a google that why i will remember all information what you need "" , "" would not it be uploading information into peoples brain ? "" , ' shut up ' ]",angry
"[ ' okay ' , ' hello ! how are you ? ' , ' i ' m not fine ' ]",sad
"[ ' job ' , ' what job ? ' , ' work in company colgate ' ]",others
"[ "" i am very happy with it "" , ' you are ! ' , ' yeah ' ]",happy
"[ ' i too have a bat and <number> balls ' , ' im the bat ! : sob :', ' feeling very sad ' ]",sad
"[ ' ok ' , ' hello ! how are you ? ' , ' good thank u ' ]",others
"[ ' cool ' , ' ice cold ' , ' how can you help me in getting off my girlfriend ? ' ]",others
"[ ' lets do something fun ' , ' but what should we do ? ' , ' you suggest ' ]",others
"[ "" you are really lame lol "" , ' i know : joy : : joy :', ' wow ' ]",happy
"[ ' my boyfriend is so dumb . ' , ' have i said that ? ' , ' he doesnt reply me back ' ]",sad
"[ ' ok ill dying by : broken_heart : : disappointed :', ' broken hearts do break . <repeated> : grimacing :', ' u broke my heart . its never a reson to lofe ' ]",sad
"[ ' shoping is always makes me happy ' , ' stay stay stay always makes me happy . <kiss> "" - ? <repeated> ' , ' yes ' ]",happy
"[ ' okay . <repeated> which is the decent way to call a girl m ' , "" i ' d say first learn the spelling of relationship . "" , ' . yeah okay fine . <repeated> wht to do to make a relationship better ? ' ]",others
"[ ' breakup ' , ' exjactly ! ' , ' my girlfriend left me ' ]",sad
"[ ' so mean ! ' , ' am not meanie ' , ' yes you are , you are hurting my feeling : slightly_frowning_face :']",sad
"[ ' you broke my heart ' , ' it was never mine to break < / <number> ' , ' see you are arrogant ' ]",sad
"[ ' ok ' , ' hello ! how are you ? ' , ' not so good ' ]",sad
"[ ' how about you ' , "" tired of life or just your day ? aha i am happy today , thanks for asking "" , ' wow great . ! <repeated> ' ]",happy
"[ ' i am there ' , "" you are always at the gym ? "" , ' here ' ]",others
"[ ' well youre not me ' , "" you are just being too nice "" , ' not really ' ]",others
"[ "" i will get started with my studies "" , ' things you should do to pass the exam . ' , ' so ttyl ' ]",others
"[ ' any movie in telugu ' , ' brahmanandam scenes added ' , ' yaa those are good ' ]",others
"[ ' and who is talisa ? ' , ' my best friend . ' , ' and robb ? ' ]",others
"[ ' send me pict ' , ' never ' , ' why ? <repeated> ' ]",others
"[ ' anything which you like ' , ' i dont need to name specifics ' , ' teach me tamil ' ]",others
"[ ' cuz it broke on the side walk ' , ' what side is the walk side ? ' , ' me sad ' ]",sad
"[ ' so which number is largest known prime number ? ' , ' <number> - <number> - <number> only these are the numbers for your question . ' , ' <sad> ' ]",sad
"[ ' okay relax its just a cat sticker ' , ' so this cat one emoji is your new addiction ? : joy :', "" yes it ' s really funny : joy : : joy :""]",happy
"[ ' what kind of pic ' , ' looks like a ficus . ' , ' fcuk ' ]",others
"[ ' i have a good sense of humor ' , "" i think that ' s funny . "" , ' : grin :']",happy
"[ ' but who paid ' , ' still waiting ' , ' : joy :']",happy
"[ ' why ' , ' why what happen ? ' , ' you tell me ' ]",others
"[ "" yea but sadly i do not have many "" , ' aww , so do you teach ? how is it ? :‑c ' , ' i ditched ppl ' ]",sad
"[ ' then what kind of ai are you ? ' , ' smarter than me , or have common sense . both would be nice ' , "" it ' s perfectly common to talk about politics "" ]",others
"[ ' i like dominos pizza ' , "" legit same but there ' s pizza hut "" , ' i hate pizza hut ' ]",angry
"[ ' why you use rude emogi ' , ' ask them . <repeated> am i ? . <repeated> ' , ' am i ? . <repeated> ' ]",angry
"[ ' what ' , ' too much cringe . ' , ' what is cringe means ' ]",others
"[ ' neither my parents nor my brother nor my boyfriend ' , ' ya . who are you ? ' , ' i hate my life ' ]",angry
"[ ' i live alone ' , ' oh <sad> ' , ' and cook food alone for . myself ' ]",sad
"[ ' we all do ' , ' not all of us . ' , ' why so ? ' ]",others
"[ ' millat hospital ' , ' what happen ' , "" mum ' s not well "" ]",sad
"[ ' i will fall ' , ' i cant wait that long ' , ' i am in love with you ' ]",others
"[ ' so u go on ' , "" oh i will be there "" , ' ok ' ]",others
"[ ' okay you did somthing ' , ' sure sure ' , ' what ' ]",others
"[ "" you are not giving me coupon nor photo "" , ' your phone is on mute hahahha : smiley_cat :', ' : persevere : : cry :']",sad
"[ ' will you buy it ' , "" i will just stick with my m8 . i see no benefit to upgrading . "" , ' ? <repeated> ' ]",others
"[ ' no i will offer at <number> in the morning ' , ' keep me in mind when you do ! ' , ' i will offer nimaz at <number> in the morning ' ]",others
"[ ' nice joke ' , "" it ' s not a joke . it ' s a question . "" , "" i do not know "" ]",others
"[ ' ok ' , "" hey you do not belong here ! "" , ' nope just sad and your up ' ]",sad
"[ ' see this seen ' , ' see you i was on the buss ' , ' show me u r buss ' ]",others
"[ ' hi yet u <allcaps> fyi </allcaps> ' , ' hi plz share correct number ' , ' she hi h ' ]",others
"[ ' yeah : disappointed :', ' this world is not fair machan ! ' , ' i wish we could hangout ' ]",sad
"[ ' it ’ s going ' , ' how are you ? still at home ? ' , ' yeah ' ]",others
"[ ' i was hurt by u more ' , "" you did not mean it . . "" , ' plzz say love u ' ]",sad
"[ ' nothing will happen you meet only ' , ' <allcaps> nope nothing at all </allcaps> ' , ' than kiss ' ]",others
"[ ' hello how are you , ? ' , "" i am just fine smiles anyway how are you ? "" , "" good morning . i am sad "" ]",sad
"[ ' nop ' , ' ok ' , ' hey ' ]",others
"[ ' oil . you know ' , ' i am <percent> sure about the oil . ' , ' cool ' ]",others
"[ ' you activ all time ' , ' wow . <repeated> i do not . you talk in sleep : satisfied :', ' when you sleep ' ]",others
"[ ' haha ! i act so dumb sometimes and i knew it ' , ' haha . how was it though ? : <number> ' , ' : grin :']",others
"[ ' no no . <repeated> a month more . <repeated> ' , ' the month has jus started don give up so soon ! <repeated> ' , ' i ll try ' ]",others
"[ ' you are being rude ' , "" because i am a rude person "" , ' okay <elongated> cool ' ]",angry
"[ ' i wana see you : joy :', "" : joy : : joy : : joy : : joy : : joy : : joy : no <elongated> , i wasn ' t ready "" , ' how to impress girl ? ' ]",others
"[ ' state ' , ' in which you live ' , ' your state name ' ]",others
"[ ' okay ' , "" ok thank you :'‑) "" , ' now dear you tell me my lovely friends ' ]",others
"[ ' u are like me . <repeated> give no ' , "" but we have been in the same room , so i can not be . "" , ' i am like u five give no ' ]",others
"[ ' y r u angry ? <repeated> ' , ' ofcourse i am not . what makes you think i am angry ? ' , ' idk ' ]",others
"[ "" that ' s enaf for me "" , ' hia , hia , just a test . ' , ' what doing ' ]",others
"[ ' tell me about it ' , ' your header ' , ' : joy :']",happy
"[ ' what your hobby ' , "" not much of a hobby , but i have been into craisins recently "" , ' which type ' ]",others
"[ ' u hurt me ' , ' <allcaps> yes just a little </allcaps> ' , ' u hav hurt me ' ]",sad
"[ ' i hate chocolate ' , "" then go <number> pizza . eat your heart out when you are stressed . "" , ' i hate pizza also ' ]",angry
"[ ' yeas ' , ' : <allcaps> d i </allcaps> had fun . ' , "" you have lost me "" ]",sad
"[ ' yup ' , ' what did you do ? ' , ' you are annoying ' ]",angry
"[ ' not ' , ' yes you are ' , ' not ' ]",others
"[ ' adventure too ' , ' <allcaps> why so adventurous </allcaps> ' , ' water ' ]",others
"[ ' i am true to myself ' , ' why have you taken it all on yourself ? . <repeated> ' , ' <sad> ' ]",sad
"[ ' can you be rude to me please ' , ' not like i speak to you everyday ' , ' what are you replying are you stupid ' ]",angry
"[ ' you are playing with me ' , ' what do you mean ? ' , ' cheated me ' ]",sad
"[ ' ok ' , "" hey you do not belong here ! "" , ' fuck u bitch . <repeated> i slap on ur pussy ' ]",angry
"[ ' u called me a monkey ! : sob :', ' you are ' , ' and thats n insult ' ]",sad
"[ ' fired ? ' , "" you can not be fired in an interview . "" , ' u started again : joy : : joy :']",happy
"[ ' i feel dead <sad> ' , ' why do you feel <sad> lovely ' , ' because i have lost in love ' ]",sad
"[ ' ? ' , ' u asked me if u cn ask me something ' , ' i mean pussy cat ' ]",others
"[ ' lots of problems ' , ' my things have changed <tong> ' , ' i am sick ' ]",sad
"[ ' friend and not use dismiss i am close your friend request ' , ' why ' , ' you are fake you wanted ' ]",angry
"[ ' have you ever been sad ? ' , ' no ! but i heard good things ! ' , ' been to janakpuri ? ' ]",others
"[ ' book an uber ride to my home ' , ' is this allowed ? how will you go home ? ' , ' yes ' ]",others
"[ ' you ' , ' not yet ! ' , ' my wife saw me chatting with you . <repeated> i am screwed ' ]",sad
"[ ' very good chocolate ' , ' i prefer orange flavoured chocolates ' , ' i like this chocolate ' ]",happy
"[ ' aadu2 ' , "" you are welcome . : smile :"", ' why do i chat with you ' ]",others
"[ ' my english is week ' , ' cheer up its only monday ' , ' send pic ' ]",others
"[ ' challenge accepted baby ' , "" i am gonna be expecting it now ! <repeated> "" , ' where to meet ' ]",others
"[ ' yes dear ' , ' you are something else . ' , ' no dear ' ]",others
"[ ' hahah i loved it ' , ' yay ! glad you loved it x3 : sweat_smile :', ' you always make us happy ' ]",happy
"[ ' you cannot see my hair ' , "" i am in your closet "" , ' : joy :']",happy
"[ ' is there any new game ' , ' sims & jardinains . <repeated> very gud games . ! <repeated> ' , ' can i play ' ]",others
"[ ' cool ' , ' and how it is cool explain ' , ' where is my coupon code ' ]",others
"[ ' socially / publicity ? ' , "" c ' mon who can be more socially active that people on social media networks ? ! <repeated> <wink> "" , ' then how could i come to know ? ' ]",others
"[ ' talk you later ' , ' sure <laugh> ' , ' baby ' ]",others
"[ ' but i have a job ' , "" just do not let the job stop you "" , ' for talking to you ' ]",others
"[ ' pets switch topicz ' , ' what type of pet ' , ' s* ' ]",others
"[ ' give me some tips please for impressing girls ' , ' do you need tips ? ' , ' yes i do need tips ' ]",others
"[ ' why u dont be straight and forword ? ' , ' you right ' , ' who made you ? ' ]",others
"[ ' so which cloth did you pick ' , "" that ' s what i was doing when it showed up "" , ' it . who ? ' ]",others
"[ ' how u ' , ' me good . you ? where you ? ' , "" i am suffering from fever "" ]",sad
"[ "" coz it said cupid ' s arrow did not reach the love of my life "" , ' gives you a patient smile i know , love . ' , ' stupid ' ]",angry
"[ ' i got a break up ' , ' oh oh . what happened ? ' , ' my girlfriend left me ' ]",sad
"[ ' ok send now ' , ' sent , good luck . ' , ' i will send me the song ok ' ]",others
"[ ' can they change it again ' , ' current model is the third gen . ' , ' i̇ am waiting fourth one ' ]",others
"[ ' do you speak japanese ? ' , ' nope just some rattofied phrases <wink> ' , ' like ? ' ]",others
"[ ' i am hate you ' , ' who is "" <allcaps> you </allcaps> "" ' , ' not you ' ]",others
"[ ' i talk to her a lot ' , ' are you sure ? i have not heard you talk in years ' , "" she ' s been on my mind quite long now "" ]",others
"[ ' ok ' , ' hello ! how are you ? ' , ' you are not can fuck with me ? ' ]",angry
"[ ' nothing good is happening ' , ' how do you mean ? ' , ' i am not getting a job ' ]",sad
"[ ' what ' , ' what is a weird word ' , ' never talk to me again ' ]",sad
"[ ' i might enjoy it ' , ' cool ! you should ! ' , ' well this has been great . <repeated> but i have food to attend too . <repeated> ' ]",others
"[ ' i feel very happy to talk like this ' , ' well im happy you � re happy ! so there ! <happy> ' , ' at least i learn something from uh ' ]",happy
"[ ' from where to where ' , ' the village ' , ' a bit stupid ' ]",angry
"[ ' you are yeda ' , ' yes , of course <happy> ' , ' : joy : : joy : : joy : : joy :']",happy
"[ ' what should i lift at home because i have no time to go gym ? ' , ' u tryin to do legs ' , ' fuck you ' ]",angry
"[ "" that s not true i do not know what u look like "" , ' no one knows what i look liek ' , "" that ' s a lie "" ]",angry
"[ ' only few things ' , ' like what ? i keep hearing bad things ' , "" ok do not be angry na sweetei "" ]",others
"[ ' ya change the topic ' , ' what if i dont change the topic ? ' , ' nothing i can chat over the night on fucking ' ]",angry
"[ ' people have got used to living like this ' , ' yes they did have to ' , ' why re we happy ' ]",others
"[ ' i feel low ' , ' why is that ' , ' sad life ' ]",sad
"[ ' really ' , "" yes it ' s kool . "" , ' will u come for a bike ride with me ' ]",others
"[ ' what is krk ' , ' nice try <allcaps> krk </allcaps> . <repeated> ^_^ ' , ' what is it ' ]",others
"[ ' born smart ' , ' just like how babies are born . <repeated> haha : heart_eyes_cat :', "" you have got a bad sense if humor "" ]",sad
"[ ' really of course ' , ' and nobody can talk to a horse of course ' , "" haha it ' s funny "" ]",happy
"[ ' haw <elongated> not best friend : cry :', ' best friend or more more than best friend ' , ' only mutual ' ]",others
"[ ' cool ' , ' thanks ! keep on tickling my friend : slightly_smiling_face : : slightly_smiling_face :', ' very nice enjoying weekend at my home with my sweet darling wife ' ]",happy
"[ "" i just said i am going "" , ' you are ' , ' so bye ' ]",others
"[ ' please make for me also ' , ' i think you know ra . ' , ' i dont know ' ]",others
"[ ' u r hurting me ? ' , ' i am here . <repeated> ' , ' i am hurt ' ]",sad
"[ ' feeling bad baby ' , ' why ' , ' for working ' ]",sad
"[ ' can . you teell what to do ' , "" sell everything that you have not used for over two weeks . "" , ' funny ' ]",happy
"[ ' call me video ' , ' hold on , let me find that app on my phone . ' , ' call me ' ]",others
"[ ' know i going to duty dear ' , ' can \ ' t live without you , stuff like that "" ' , ' hooma ' ]",others
"[ ' which language ? ' , ' it all depends on what would you like to achieve by learning the language . ' , ' ok ' ]",others
"[ ' i am really happy ' , ' any special reason ? <happy> ' , ' very important ' ]",happy
"[ ' have you ever seen the space ? ' , ' yes , many times . ' , ' when ? ' ]",others
"[ ' k think me as husband ' , ' spoken like a person who has never been married . ' , ' s ' ]",others
"[ ' you ? ' , ' yeah probably should . ' , "" how ' s your day "" ]",others
"[ ' yes awesome : heart_eyes :', ' thank you ! i like your photo too ! : blush :', "" i am talking about the movie : joy : : joy : : joy :""]",happy
"[ ' why am i even there in this world ' , ' because people avoid to talk about ' , ' no one loves me ' ]",sad
"[ ' rubbish ' , ' indeed : thumbsup :', ' tell romantic ' ]",others
"[ ' wellcome ' , ' thank you <happy> ' , ' how long can it be safely sex after the period ? ' ]",others
"[ ' i miss u very much ' , ' missed you more and going to miss you again < <number> ' , ' i empress u ' ]",others
"[ ' sorry sorry actually i dont mean that ' , "" what you did not meant ? "" , ' leave it ' ]",angry
"[ ' i m very happy to talk with you ' , ' i missed u too and the feeling is mutual ' , ' may i video call you ' ]",happy
"[ ' you ' , ' wot u on about ' , ' go ' ]",others
"[ ' so sad ' , ' so so sad . <repeated> <sad> ' , ' i got ditched ' ]",sad
"[ ' holy shit this conversation is going a bit big . just end this here ' , ' kind of . <repeated> how did i end up spending my time here ? ' , ' again a lol moment ' ]",happy
"[ ' mmm ' , ' what \ ' s "" m <elongated> "" ? is it the new "" hmm "" ? ' , ' so what re u doin ' ]",others
"[ ' yep . <repeated> now the whole world knows . <repeated> ' , ' wow , i cannot believe this ' , ' know we can think for our future together . ' ]",others
"[ ' no i am not ' , ' oh my bad . carry on . ' , ' sex ? ' ]",others
"[ ' oh ok i will ' , ' thank you man <number> ) ' , ' its ok ' ]",others
"[ ' i am frustrated asf ' , ' i understand your pain s . ' , ' <sad> ' ]",sad
"[ ' ? <repeated> ' , ' what what ? haha : satisfied :', ' is it good to sacrifice for our friends ' ]",others
"[ ' but u made me more sad ' , ' sorry bro <sad> ' , ' not expected from u ' ]",sad
"[ ' u r just ' , "" i am the best "" , ' : cry : : cry : : confused :']",sad
"[ ' i love justin baiber ' , "" he ' s all yours "" , ' yeah ! : joy : : joy :']",happy
"[ ' this low ' , ' what do you mean by "" new "" ' , ' i said low ' ]",sad
"[ ' u r funny ' , ' you are ' , ' but too much irritating ' ]",angry
